comment_id,processed_text,is_sarcastic,raw_compound,raw_label,compound,pos,neu,neg,label,corrected_compound,corrected_label,local_correction_applied,local_correction_score,local_correction_terms,nrc_token_count,nrc_matched_token_count,nrc_anger,nrc_anticipation,nrc_fear,nrc_trust,nrc_sadness,nrc_hope,nrc_frustration
1064385481806396,feli lex new word just learn even know means,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,9,2,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0
610802407817623,joseph zulu ve bought already units rejecting enter meter,False,-0.4588,negative,-0.4588,0.0,0.727,0.273,negative,-0.4588,negative,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2620993884749517,first october 2024 give us update need,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174378643935570,power supposed go 6 group e while dreamland zesco takes advantage us cuts power kuma 3 nichani sure,False,0.2732,positive,0.2732,0.232,0.649,0.119,positive,0.2732,positive,False,0.0,,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649741675303523,melinda siphiwe phiri suffered mwandi,False,-0.4939,negative,-0.4939,0.0,0.556,0.444,negative,-0.4939,negative,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428259989439534,happened man generated electricity waste products plenty pit latrines muma ghetto better start generating electricity fwebene,False,0.0258,neutral,0.0258,0.147,0.711,0.142,neutral,0.0258,neutral,False,0.0,,16,6,0.0,0.0625,0.0625,0.0,0.0625,0.0625,0.03125
470970355979460,yesterday group c power came 10 minutes kuno even saying 3 hours stable supply ba zesco limited restored 22 17 cuts 22 27,False,0.128,positive,0.128,0.179,0.661,0.16,positive,0.128,positive,False,0.0,,23,3,0.0434782608695652,0.0,0.0,0.0434782608695652,0.0434782608695652,0.0,0.0434782608695652
686154626334892,ikalenifye mwilatwangasha rain season manje mu october,False,0.0,neutral,-0.3,0.0,1.0,0.0,negative,-0.3,negative,True,-0.3,manje,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720944359321104,6 miles yesterday load shredded us 05 23 today 04 40 power gone time expect us iron uniforms mukela pamo na upnd,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,22,3,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0
610802407817623,evelyn kapanga dial 3600 go pali token id enter numbers,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564043215736577,load shedding way fuel prices being increased reduced hard make solid decision once,False,0.3182,positive,0.3182,0.245,0.662,0.093,positive,0.3182,positive,False,0.0,,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405577213095566,mambwe paul chibichabo serious,False,-0.0772,negative,-0.0772,0.0,0.698,0.302,negative,-0.0772,negative,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862608649273728,still 3hours ai imwe simuna kambe ati effective october vizachinja vintu,False,0.4767,positive,0.4767,0.237,0.763,0.0,positive,0.4767,positive,False,0.0,,11,1,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0
1093095268856355,waiting u specify year said 1st october stabilize loadshedding,True,0.0,neutral,0.0,0.0,1.0,0.0,negative,0.0,negative,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579421839458706,greetings chileshe m m njovu thank contacting zesco area fault reported es,False,0.3818,positive,0.3818,0.353,0.467,0.18,positive,0.3818,positive,False,0.0,,12,1,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0416666666666666
987006009760428,meah chulu came back cut 06hrs,False,-0.2732,negative,-0.2732,0.0,0.704,0.296,negative,-0.2732,negative,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366446937441510,insult just commentar,False,-0.5106,negative,-0.5106,0.0,0.377,0.623,negative,-0.5106,negative,False,0.0,,3,1,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333
441180861797808,problem guys don t follow timetables called 8hra loadsheding s even 8hrs ndola jacaranda area previous week power going 05hrs return 15 hrs sometimes 16rs should serious,False,-0.4588,negative,-0.4588,0.0,0.852,0.148,negative,-0.4588,negative,False,0.0,,27,2,0.0,0.0,0.037037037037037,0.037037037037037,0.037037037037037,0.0,0.0185185185185185
610802407817623,managed buy through mtn s refusing enter units prepaid,False,-0.4019,negative,-0.4019,0.0,0.722,0.278,negative,-0.4019,negative,False,0.0,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985522129245800,zesco limited also give us back charges ba airtel zambia bacilalya time trying buy,False,-0.4588,negative,-0.4588,0.0,0.75,0.25,negative,-0.4588,negative,False,0.0,,14,2,0.0714285714285714,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714
404972345757790,dargly chibwe imagine ai,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184716522154006,monica hara awe ine m failing understand please explain mean say load heading having break time,False,-0.25,negative,-0.95,0.124,0.699,0.177,negative,-0.95,negative,True,-0.7,awe,16,4,0.0625,0.125,0.0625,0.0625,0.0625,0.125,0.0625
1064385481806396,erica mwewa pain good straight heart,False,0.128,positive,0.128,0.432,0.27,0.297,positive,0.128,positive,False,0.0,,6,2,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0833333333333333
647858186946473,michael siluchali run completely kept trying ve managed,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958142769405125,mashata sebby call less production high price manufactured commodities gen set consume alot fuel most machinery zambia run electrical power say solar adjusting solar powered machinery may take longer shipped continuous supply goods meaning great negative impact already crippled economy,False,0.1027,positive,0.1027,0.09,0.83,0.081,positive,0.1027,positive,False,0.0,,40,6,0.0,0.025,0.0,0.025,0.05,0.025,0.025
409833535482657,ali ce re even top fan,False,0.4767,positive,0.4767,0.506,0.494,0.0,positive,0.4767,positive,False,0.0,,6,1,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0,0.1666666666666666,0.0
1635812790689193,eunice stephens phiri tabesha mummy,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243604516887706,immanuel m mulife s too much,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862952321491126,jacob njobvu icho chintu,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478577728012542,mean now electricity how dare give us deadline want us wake 02 start updating meters,False,0.0772,positive,0.0772,0.085,0.915,0.0,positive,0.0772,positive,False,0.0,,15,3,0.0,0.1333333333333333,0.0,0.0666666666666666,0.0,0.1333333333333333,0.0
6528614153822656,don t see sense look how hours split business uses power still risk,False,-0.2732,negative,-0.2732,0.0,0.84,0.16,negative,-0.2732,negative,False,0.0,,13,4,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.0
1106530991072117,ati deadline sunday posted 4hours ago power jokers,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416841741112021,thank zesco limited also reminding today 1st october hope tusange amaliti lelo pantu last seen sunday,False,0.5423,positive,0.5423,0.266,0.64,0.094,positive,0.5423,positive,False,0.0,,16,2,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0625
935348788601274,zesco limited elo good explaining apologizing mwandi,False,0.1779,positive,0.1779,0.287,0.396,0.317,positive,0.1779,positive,False,0.0,,7,2,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
971341457535187,zesco limited know used,False,-0.2263,negative,-0.2263,0.0,0.612,0.388,negative,-0.2263,negative,False,0.0,,4,1,0.25,0.0,0.0,0.0,0.25,0.0,0.25
489266630038074,don t waste ur time write article just go work coz made solution already yours won t work,False,0.4939,positive,0.4939,0.275,0.596,0.128,positive,0.4939,positive,False,0.0,,18,4,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0,0.0555555555555555,0.0
1133189314375206,jane chiwila 16 hrs how think trevor means rotating eg today power goes 12 comes back 20hrs tomorrow goes 5hrs comes back 14,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,23,1,0.0,0.0434782608695652,0.0,0.0,0.0,0.0434782608695652,0.0
1603467320124996,rubbish power goes twice day,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198753218076537,thought 1st october things better having electricity least 5hrs 6hrs per day s just same don t know better talking meant,False,0.7003,positive,0.7003,0.254,0.746,0.0,positive,0.7003,positive,False,0.0,,21,3,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0,0.0476190476190476,0.0
792132815807256,next time release schedule sunday evening make plans next dayzesco limited,False,-0.2263,negative,-0.2263,0.0,0.84,0.16,negative,-0.2263,negative,False,0.0,,11,2,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0909090909090909
402137349350108,elita sheleni group d though,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418618254232008,zesco limited adhering schedule s 14 37 power still hasn t restored schedule clearly indicates power should cut 6am 2pm,False,0.2732,positive,0.2732,0.221,0.606,0.173,positive,0.2732,positive,False,0.0,,20,2,0.05,0.0,0.0,0.05,0.05,0.0,0.05
919118116907903,think question needs asked zesco management announced end load shedding exactly taken into consideration source supply go load shedding normal 3 inhumane allocation hours day abhorrent,True,-0.6249,negative,-0.6249,0.0,0.854,0.146,negative,-0.6249,negative,False,0.0,,26,4,0.0384615384615384,0.0,0.0384615384615384,0.0384615384615384,0.0,0.0,0.0192307692307692
1257524862250122,mirriam singh switch off care haven t power 13days sure how should update meter s off,False,0.6705,positive,0.6705,0.314,0.686,0.0,positive,0.6705,positive,False,0.0,,16,1,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
918822943645810,happy hatontola yet updated,False,0.5719,positive,0.5719,0.552,0.448,0.0,positive,0.5719,positive,False,0.0,,4,1,0.0,0.25,0.0,0.25,0.0,0.25,0.0
818590762763605,mable cheuka see failing,False,-0.5106,negative,-0.5106,0.0,0.476,0.524,negative,-0.5106,negative,False,0.0,,4,1,0.25,0.25,0.25,0.0,0.25,0.25,0.25
1542363739729921,gladys getrude kabaso imagine want us wake 02 00hrs called update,False,0.0772,positive,0.0772,0.115,0.885,0.0,positive,0.0772,positive,False,0.0,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539253826550352,pickrell knowels litmus test use s true,False,0.4215,positive,0.4215,0.359,0.641,0.0,positive,0.4215,positive,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0
2299770710224782,power doesn t go same time compounds imply other areas time going,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,12,2,0.0,0.1666666666666666,0.0,0.0,0.0,0.1666666666666666,0.0
2299770710224782,george muls true ifwe kuno amalait yacisa 23 hours apa ndelanda amalait yele 04 too much,False,0.4215,positive,0.4215,0.157,0.843,0.0,positive,0.4215,positive,False,0.0,,16,1,0.0,0.0,0.0,0.0625,0.0,0.0,0.0
492310796602094,christine joanna julio like truly let advise,False,0.6597,positive,0.6597,0.519,0.481,0.0,positive,0.6597,positive,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0
690068096131577,failed project just trying confuse people cheap rotation stop exporting power period government should serious times re dealing toddlers,False,-0.7717,negative,-0.7717,0.0,0.633,0.367,negative,-0.7717,negative,False,0.0,,19,3,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0
412751625181361,today 1st october re waiting promise already seems only promise unfulfilled because tubukile amalaiti,False,0.2023,positive,0.0022999999999999,0.25,0.598,0.152,neutral,0.0022999999999999,neutral,True,-0.2,amalaiti,14,3,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571428,0.0714285714285714,0.0714285714285714,0.0714285714285714
610802407817623,zesco limited time able purchase units give clear picture leaving us suspense,False,0.1779,positive,0.1779,0.179,0.69,0.131,positive,0.1779,positive,False,0.0,,12,3,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0,0.0833333333333333,0.1666666666666666,0.0833333333333333
547271547324936,george siamalambo s over 7 hours yet restored,False,0.34,positive,0.34,0.324,0.676,0.0,positive,0.34,positive,False,0.0,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847543629834086,people serious,False,-0.0772,negative,-0.0772,0.0,0.435,0.565,negative,-0.0772,negative,False,0.0,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674077001410420,company disgrace say least reporting fault low voltage close year nothing done far s story story field staff,False,-0.7906,negative,-0.7906,0.0,0.636,0.364,negative,-0.7906,negative,False,0.0,,18,2,0.0555555555555555,0.0,0.0,0.0,0.1111111111111111,0.0,0.0833333333333333
1513984719324060,s 1 october s plan,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,5,1,0.0,0.2,0.0,0.0,0.0,0.2,0.0
1263988527596153,zesco doing free service 2 d zambian pipo bcoz pipo pay over k4000 s disappointg dat even gvmt owned companies treating us like chine companies thot changing d gvmt going change pipo s minds gvmt bt avail zambia wa chula,False,0.6597,positive,0.6597,0.148,0.816,0.036,positive,0.6597,positive,False,0.0,,40,2,0.0,0.025,0.025,0.025,0.0,0.025,0.0
546528057386376,people live livingston mean heavy rainfall experiencing past 2 weeks now apa uko tayiloka let government hire 40 10 thousands litres water bowsers s just day nishi karimba dam s full water than s really pathetic mu rain season ati 12 hours loadshedding,True,-0.6115,negative,-0.6115,0.0,0.905,0.095,negative,-0.6115,negative,False,0.0,,43,4,0.0,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.0116279069767441
1888000131727022,how update haven t power two days,False,0.0,neutral,0.0,0.0,1.0,0.0,neutral,0.0,neutral,False,0.0,,7,1,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0
1491689211709555,today 1st useless post,False,-0.4215,negative,-0.4215,0.0,0.517,0.483,negative,-0.4215,negative,False,0.0,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
